path,split,class,class_es,size_bytes
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/4990878e-265e-4dad-98cf-ce60fb67035b___GCREC_Bact.Sp 3479.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12515
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d066d888-1ffb-4ede-a6f9-2d5894a7f90f___GCREC_Bact.Sp 3102.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11283
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fe9f6122-ab3f-46bb-b9db-fee295881270___GCREC_Bact.Sp 6341.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12472
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/288896d1-7094-4250-9fd6-00589c41b42a___UF.GRC_BS_Lab Leaf 0264.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9877
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a0ec622e-0819-47ad-9970-2591846757d6___GCREC_Bact.Sp 6371.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11207
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c1b331bd-edf3-4623-bf39-01c3c4fe6105___UF.GRC_BS_Lab Leaf 9299.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,8945
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/75702024-ade9-4eac-b531-77da04d236ee___GCREC_Bact.Sp 6070.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11732
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f4304000-5523-4fc6-93e4-9e570a1d237d___GCREC_Bact.Sp 5689.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13744
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a2ea3cb7-5c9e-4d3c-9e6c-42f7eb5f98a4___GCREC_Bact.Sp 6076.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12992
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0cbaca0d-e422-438f-89df-344b493888b8___GCREC_Bact.Sp 5832.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13106
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b7c4e0c0-a388-44e8-9c5c-d2db995557ab___GCREC_Bact.Sp 3667.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14579
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b391ff43-597e-431d-b3eb-d852e5c9c754___GCREC_Bact.Sp 3758.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15152
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/3381632e-1e9b-4141-b6a2-b42c8fd06c87___GCREC_Bact.Sp 6009.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11820
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1506485f-0fba-4e0a-aecf-36f9c5bae096___GCREC_Bact.Sp 5543.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11592
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/aabc0838-428f-46d6-b869-fabfc687cb16___GCREC_Bact.Sp 5630.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11453
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dfe0a874-9a6c-4121-9f20-b0e7a85a5996___GCREC_Bact.Sp 5684.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13916
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d4b77bcd-b609-40db-964c-8515dabe74bf___GCREC_Bact.Sp 3670.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10674
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16059
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0f1d337f-e8c5-445a-83a0-b89915eacb72___UF.GRC_BS_Lab Leaf 0435.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9861
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d9583f61-d03e-4c4f-a86c-125751b37324___GCREC_Bact.Sp 6376.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11393
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bd214fe7-7ed1-428e-ac09-c3ee84a9ba24___GCREC_Bact.Sp 5699.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12581
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a85dac1e-5549-457d-acda-e776d340f980___GCREC_Bact.Sp 3693.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16615
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c0e3fc41-4d61-4a2d-a1e0-f5d658803182___GCREC_Bact.Sp 5975.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11470
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/58591da8-58b7-481e-bf58-bd88443d0901___GCREC_Bact.Sp 6192.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14572
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/5343448b-1c53-435c-9f2a-7344772438a2___GCREC_Bact.Sp 3057.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14079
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/df6c7120-ac7c-43b5-bb2a-3c61782e7a47___GCREC_Bact.Sp 6030.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11239
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b8f38ecf-ef8d-47b5-90a3-e937a300a931___GCREC_Bact.Sp 5770.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14086
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e7ce4652-41d2-4f9a-870d-7bfe3b3c08bd___GCREC_Bact.Sp 3519.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13174
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b540f78d-2b64-4c23-bc20-2287f63b383f___GCREC_Bact.Sp 6128.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14122
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c69ce12c-9c20-4313-9726-bd09f537392b___GCREC_Bact.Sp 3840.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10399
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e7545c08-3299-4f70-b9bb-3fb57c539f5d___UF.GRC_BS_Lab Leaf 9162.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10590
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d8914e04-4e33-4189-bfa9-f547e5f696d1___GCREC_Bact.Sp 3173.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14624
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b3e6f770-c0fc-4bc1-9e81-81a73899b3a9___UF.GRC_BS_Lab Leaf 0212.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10277
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c92d6418-adbe-430d-9dcd-bf432490abf5___GCREC_Bact.Sp 3233.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13288
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/afd78d63-13b3-400f-8e9a-1c87f27fa12f___UF.GRC_BS_Lab Leaf 0239.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,7881
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c7fe1136-0450-42aa-801c-9485ba40cfc7___UF.GRC_BS_Lab Leaf 0376.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10256
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ee328e30-524c-4bcd-86f2-e9facfa6c5ae___GCREC_Bact.Sp 6002.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10419
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bc87927b-7858-4d02-ada3-d8dc075bd82b___UF.GRC_BS_Lab Leaf 9048.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11212
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0f952ca0-e30b-4075-8bb9-1ebccb8aeb9f___GCREC_Bact.Sp 3326.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14207
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cdd9e76e-72f7-4fa7-93ed-d727691f7c80___UF.GRC_BS_Lab Leaf 1072.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11174
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f8612abc-7408-451f-b6b8-89561d679bd0___GCREC_Bact.Sp 2997.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12591
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13169
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a0fb8315-0051-4631-bcc7-2ef60e9d63c8___GCREC_Bact.Sp 6114.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14711
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/95665d23-88a6-4a4d-99d0-437c5b9a0505___GCREC_Bact.Sp 5614.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12038
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e7dc7765-74e9-4cd8-94f1-a585c41bea16___GCREC_Bact.Sp 3267.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15543
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d44ac7be-ea22-470c-bfb7-a64016f7639b___GCREC_Bact.Sp 5851.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13099
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ccfdfe87-72ec-4b17-bd86-9f0bb242dfd5___GCREC_Bact.Sp 3367.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13361
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f248467c-ef23-484b-99d3-019559f58f4d___UF.GRC_BS_Lab Leaf 0407.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12933
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c50367a9-b3f6-46aa-91ab-9ff18c6a5ab5___GCREC_Bact.Sp 5939.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12710
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f5ac235b-3d9c-46a8-9e0a-750423e067bb___GCREC_Bact.Sp 6291.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14782
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0f4ce5ef-5ecf-4c5d-b301-3b5a44e3a1c8___UF.GRC_BS_Lab Leaf 0408.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11716
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dec2db16-8bae-42e0-9b02-8e3d9f0793cc___GCREC_Bact.Sp 5697.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12865
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dcc6402f-a868-4766-9e4b-8578b0705f82___GCREC_Bact.Sp 3526.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16092
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d3cdfba0-2224-460b-9c74-194c38d43df8___GCREC_Bact.Sp 3358.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13658
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a00ce27e-dd79-4ef4-a483-545499246e71___GCREC_Bact.Sp 5986.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13491
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f397204f-2465-47a8-8ec2-45cdf8fdfc5d___GCREC_Bact.Sp 3692.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16204
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fcff6ccd-294d-481f-affb-815097ed74dc___GCREC_Bact.Sp 3115.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11517
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ad7c1b29-cdb8-413e-a726-fe3111ba2ca8___GCREC_Bact.Sp 3675.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15057
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/badeca64-87ed-439a-b373-b4b872dbe173___GCREC_Bact.Sp 6219.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13235
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c742e379-a56a-44b5-96d0-1918dd2cb2c9___GCREC_Bact.Sp 3182.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,8841
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bd510221-f461-40d9-a959-1ca05a478fd6___GCREC_Bact.Sp 3331.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15640
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/99187376-a5c2-41a7-9eb5-73cc0b2e5c2d___GCREC_Bact.Sp 3137.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13400
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c1ca97a3-0701-4d1b-ab77-0a1d018d7886___GCREC_Bact.Sp 5609.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12963
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/736981e7-574c-4d75-b377-f56727bb6e49___GCREC_Bact.Sp 3240.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12548
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d96166b8-e301-4613-adbb-66eb792a16b6___GCREC_Bact.Sp 3792.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13666
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d2cbc8f4-b632-47de-bc45-edeb4f0911f1___GCREC_Bact.Sp 5994.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14337
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d489099b-31cf-484f-a0d6-46f24e6875ab___GCREC_Bact.Sp 3523.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13754
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f0793e2c-2033-4511-ba00-dbd2c42ce3c1___GCREC_Bact.Sp 3226.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13106
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/513411b7-3388-4d3f-b1d2-6fe67b11a5ec___GCREC_Bact.Sp 5814.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12847
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c8915550-70f9-43d9-b747-e7a70bec5d3f___GCREC_Bact.Sp 3009.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12787
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a435a766-abdd-42e4-8b5d-98641c1ff7e9___UF.GRC_BS_Lab Leaf 9133.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10298
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e33fbdfb-6511-47b7-9dc2-afa294f3ba0e___UF.GRC_BS_Lab Leaf 1045.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12351
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ac099bdd-1fb0-4f9c-bb62-be3994736868___UF.GRC_BS_Lab Leaf 0419.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11207
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/638774fe-d7e6-4920-a8d9-e39b9c308474___GCREC_Bact.Sp 5806.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12713
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0b233197-cd35-4031-80c2-610e7e3a046b___GCREC_Bact.Sp 6095.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11430
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d1b03545-d17a-4d66-82b9-6c7e73e71906___GCREC_Bact.Sp 6316.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14454
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a658a5b1-c587-4757-81a8-a299b0944616___GCREC_Bact.Sp 6019.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12727
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e4404de4-7958-4e77-a7ed-664dd0d7f2c9___GCREC_Bact.Sp 5906.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11345
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0bd31a6a-b084-48c0-b379-3062bde11162___GCREC_Bact.Sp 2974.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11454
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cb496f19-8673-40dd-abe1-bff32695b2ab___UF.GRC_BS_Lab Leaf 0468.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10711
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f572deb6-a393-421c-a9bc-90a53193e1a1___GCREC_Bact.Sp 3684.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13938
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/afb75fca-bf21-4def-99aa-1fdf5455a95a___GCREC_Bact.Sp 3440.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14365
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/50950fff-ebce-4985-bf46-713a0cdae29c___GCREC_Bact.Sp 5589.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13435
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/655639ad-cd0d-457a-b53a-8e25886e4f55___GCREC_Bact.Sp 3099.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12996
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/4128179b-06ee-4ad1-b2a9-792c448f5eb8___UF.GRC_BS_Lab Leaf 0219.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9569
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fe5de322-e644-44d7-9492-86cc6ed022b5___UF.GRC_BS_Lab Leaf 9072.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10633
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fac7526f-f9b4-439f-a158-48f8f04ccd4a___GCREC_Bact.Sp 6250.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,17894
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/da866ac6-4fcc-4722-8cf6-3d0d93011d65___GCREC_Bact.Sp 3550.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14772
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a8a3dd0c-7729-46bb-87f9-23c2345e955a___GCREC_Bact.Sp 5703.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12038
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp 6281.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14811
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/666242bb-ccc7-4085-8d60-05b5eba349c0___GCREC_Bact.Sp 6249.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15344
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/086880d1-73c4-40d3-99ea-d446c2299692___GCREC_Bact.Sp 3333.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14049
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e76265f7-6ce4-4448-856e-84a4cfb94bd0___GCREC_Bact.Sp 5862.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12390
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f3254462-bebf-48bc-84ce-93f88fddefe4___GCREC_Bact.Sp 6302.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13714
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a0eff094-61e4-42fc-999c-a290cc4c776d___GCREC_Bact.Sp 5708.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13567
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/268422eb-2e4a-433b-bad2-d5e63a5e765d___GCREC_Bact.Sp 3466.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13141
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a554c4d2-6eb9-438f-ae54-9477b0428ddf___GCREC_Bact.Sp 5570.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10643
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fc594562-7b84-4049-8095-7e23b7ecba2f___GCREC_Bact.Sp 5910.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12707
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e2f66625-6241-4cd5-8302-c76cdd2e463c___GCREC_Bact.Sp 3761.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16107
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dfe2d859-22bd-47f3-82f5-b9ea501ab897___GCREC_Bact.Sp 6331.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10531
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b6e70a9c-f9c1-457c-826a-81749c540fe5___GCREC_Bact.Sp 5581.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11641
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bcd94233-e103-4604-8c04-67177af3c7e0___GCREC_Bact.Sp 6233.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13286
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/01a3cf3f-94c1-44d5-8972-8c509d62558e___GCREC_Bact.Sp 3396.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13788
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1a47b569-a868-4a45-ad81-eec12a9dae7a___GCREC_Bact.Sp 6148.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12931
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a943ec3e-2105-4dac-9d53-8ccd1e8f6d7b___GCREC_Bact.Sp 5718.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14677
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ef19f124-1670-4f3f-a164-7057c6a33c39___GCREC_Bact.Sp 3104.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12460
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d4720e9b-a902-45b7-b5d1-94acee444e82___GCREC_Bact.Sp 6191.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13286
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e6167368-bc1b-4f68-a725-cbcee3d930fb___GCREC_Bact.Sp 3510.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14136
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a9e1a072-2882-4184-89fb-b05081e1ef84___GCREC_Bact.Sp 5800.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12402
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e75acbf3-725b-4433-bc3e-542e0b931cf6___UF.GRC_BS_Lab Leaf 0474.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11186
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a18d9608-18d6-4d61-bee8-bed85e479663___GCREC_Bact.Sp 3484.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13695
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e853c1a3-9134-47ab-a1c6-12ec9d35c0ca___GCREC_Bact.Sp 3723.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14091
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a8fc7e5e-24c7-45f5-a794-29fab66dd122___GCREC_Bact.Sp 3726.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13171
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f1cd9194-f7ea-41c0-bfba-9b9e30c52ec7___GCREC_Bact.Sp 5938.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14233
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d6185a8e-8ac1-4307-841a-f5e862b26a4d___GCREC_Bact.Sp 3179.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12806
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dc8612c8-6b25-4bf7-b6e8-49b20fda59ee___GCREC_Bact.Sp 3380.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14153
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e4e11751-2c64-491f-9aa3-26677932f65c___UF.GRC_BS_Lab Leaf 0636.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12311
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c9270cd9-e0ec-4aee-9411-a7977c2b9af8___GCREC_Bact.Sp 3706.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11900
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fd3a25ef-50f2-4ca2-a20d-d0a99bcbae13___GCREC_Bact.Sp 6394.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cae55521-635e-4d8d-b67c-f178ba3f237a___GCREC_Bact.Sp 5904.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9970
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dba96916-e1d7-46fd-b5bc-07b0d8eb4914___UF.GRC_BS_Lab Leaf 0397.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10279
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e5ebe0ed-8be8-46c8-a209-32b00ad5f65e___GCREC_Bact.Sp 6033.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13960
